'Elapsed time','V5','MLII'
12.128,-0.260,-0.045
12.131,-0.250,-0.070
12.133,-0.220,-0.070
12.136,-0.205,-0.090
12.139,-0.185,-0.105
12.142,-0.180,-0.115
12.144,-0.190,-0.135
12.147,-0.210,-0.145
12.150,-0.195,-0.135
12.153,-0.195,-0.130
12.156,-0.175,-0.125
12.158,-0.155,-0.140
12.161,-0.170,-0.160
12.164,-0.185,-0.160
12.167,-0.175,-0.150
12.169,-0.160,-0.150
12.172,-0.140,-0.145
12.175,-0.140,-0.160
12.178,-0.140,-0.170
12.181,-0.145,-0.180
12.183,-0.150,-0.170
12.186,-0.145,-0.145
12.189,-0.140,-0.140
12.192,-0.130,-0.160
12.194,-0.135,-0.165
12.197,-0.135,-0.175
12.200,-0.150,-0.175
12.203,-0.135,-0.170
12.206,-0.130,-0.165
12.208,-0.130,-0.165
12.211,-0.130,-0.180
12.214,-0.140,-0.175
12.217,-0.135,-0.185
12.219,-0.130,-0.180
12.222,-0.125,-0.165
12.225,-0.115,-0.180
12.228,-0.130,-0.190
12.231,-0.130,-0.190
12.233,-0.135,-0.185
12.236,-0.120,-0.150
12.239,-0.095,-0.165
12.242,-0.100,-0.170
12.244,-0.100,-0.185
12.247,-0.110,-0.190
12.250,-0.105,-0.190
12.253,-0.100,-0.175
12.256,-0.080,-0.155
12.258,-0.080,-0.160
12.261,-0.090,-0.185
12.264,-0.100,-0.180
12.267,-0.100,-0.175
12.269,-0.090,-0.165
12.272,-0.070,-0.165
12.275,-0.075,-0.165
12.278,-0.080,-0.175
12.281,-0.085,-0.175
12.283,-0.080,-0.165
12.286,-0.070,-0.160
12.289,-0.055,-0.160
12.292,-0.045,-0.165
12.294,-0.050,-0.160
12.297,-0.070,-0.175
12.300,-0.045,-0.150
12.303,-0.035,-0.145
12.306,-0.020,-0.130
12.308,-0.015,-0.150
12.311,-0.020,-0.150
12.314,-0.025,-0.150
12.317,-0.030,-0.125
12.319,-0.015,-0.120
12.322,0.005,-0.095
12.325,0.010,-0.095
12.328,0.005,-0.100
12.331,0.005,-0.110
12.333,0.005,-0.080
12.336,0.025,-0.055
12.339,0.060,-0.040
12.342,0.055,-0.030
12.344,0.050,-0.035
12.347,0.045,-0.020
12.350,0.055,0.005
12.353,0.070,0.035
12.356,0.095,0.055
12.358,0.095,0.070
12.361,0.075,0.075
12.364,0.070,0.070
12.367,0.070,0.110
12.369,0.100,0.135
12.372,0.105,0.165
12.375,0.100,0.180
12.378,0.095,0.175
12.381,0.085,0.180
12.383,0.070,0.200
12.386,0.080,0.215
12.389,0.085,0.240
12.392,0.085,0.230
12.394,0.060,0.225
12.397,0.050,0.210
12.400,0.040,0.230
12.403,0.045,0.230
12.406,0.035,0.220
12.408,0.030,0.210
12.411,0.005,0.180
12.414,-0.015,0.165
12.417,-0.025,0.165
12.419,-0.035,0.170
12.422,-0.045,0.155
12.425,-0.045,0.135
12.428,-0.045,0.110
12.431,-0.080,0.090
12.433,-0.100,0.080
12.436,-0.085,0.090
12.439,-0.075,0.085
12.442,-0.095,0.070
12.444,-0.110,0.050
12.447,-0.130,0.040
12.450,-0.140,0.030
12.453,-0.135,0.045
12.456,-0.120,0.055
12.458,-0.125,0.045
12.461,-0.140,0.020
12.464,-0.150,0.035
12.467,-0.155,0.030
12.469,-0.155,0.050
12.472,-0.150,0.045
12.475,-0.160,0.040
12.478,-0.155,0.025
12.481,-0.175,0.025
12.483,-0.175,0.035
12.486,-0.145,0.045
12.489,-0.135,0.040
12.492,-0.140,0.045
12.494,-0.155,0.035
12.497,-0.175,0.025
12.500,-0.190,0.025
12.503,-0.165,0.050
12.506,-0.145,0.055
12.508,-0.145,0.045
12.511,-0.160,0.035
12.514,-0.175,0.025
12.517,-0.170,0.035
12.519,-0.160,0.030
12.522,-0.145,0.045
12.525,-0.165,0.035
12.528,-0.180,0.020
12.531,-0.170,0.010
12.533,-0.185,0.020
12.536,-0.170,0.030
12.539,-0.145,0.050
12.542,-0.160,0.020
12.544,-0.175,0.010
12.547,-0.175,0.000
12.550,-0.175,0.015
12.553,-0.165,0.015
12.556,-0.160,0.025
12.558,-0.155,0.020
12.561,-0.165,0.015
12.564,-0.170,0.000
12.567,-0.160,0.005
12.569,-0.165,0.030
12.572,-0.140,0.035
12.575,-0.150,0.030
12.578,-0.155,0.020
12.581,-0.165,0.005
12.583,-0.165,0.020
12.586,-0.160,0.040
12.589,-0.140,0.035
12.592,-0.145,0.015
12.594,-0.150,0.025
12.597,-0.165,0.010
12.600,-0.175,0.020
12.603,-0.165,0.045
12.606,-0.150,0.050
12.608,-0.145,0.045
12.611,-0.140,0.030
12.614,-0.175,0.015
12.617,-0.170,0.030
12.619,-0.145,0.035
12.622,-0.140,0.050
12.625,-0.125,0.035
12.628,-0.140,0.025
12.631,-0.155,0.020
12.633,-0.145,0.025
12.636,-0.140,0.035
12.639,-0.135,0.040
12.642,-0.135,0.035
12.644,-0.155,0.030
12.647,-0.160,0.020
12.650,-0.165,0.040
12.653,-0.150,0.040
12.656,-0.140,0.050
12.658,-0.145,0.035
12.661,-0.165,0.020
12.664,-0.185,0.015
12.667,-0.180,0.015
12.669,-0.175,0.035
12.672,-0.160,0.045
12.675,-0.180,0.035
12.678,-0.190,0.015
12.681,-0.200,0.005
12.683,-0.205,0.020
12.686,-0.185,0.020
12.689,-0.180,0.025
12.692,-0.185,0.025
12.694,-0.180,0.010
12.697,-0.200,0.015
12.700,-0.205,0.020
12.703,-0.185,0.025
12.706,-0.165,0.025
12.708,-0.170,0.010
12.711,-0.185,0.010
12.714,-0.195,0.000
12.717,-0.200,0.010
12.719,-0.190,0.025
12.722,-0.185,0.030
12.725,-0.205,0.010
12.728,-0.215,0.005
12.731,-0.215,-0.015
12.733,-0.210,0.000
12.736,-0.210,0.025
12.739,-0.200,0.020
12.742,-0.200,0.010
12.744,-0.215,0.000
12.747,-0.215,-0.010
12.750,-0.200,0.000
12.753,-0.200,0.015
12.756,-0.190,0.010
12.758,-0.205,0.010
12.761,-0.205,-0.005
12.764,-0.225,-0.010
12.767,-0.220,0.005
12.769,-0.205,0.005
12.772,-0.200,0.025
12.775,-0.205,0.010
12.778,-0.195,-0.005
12.781,-0.210,-0.015
12.783,-0.215,0.005
12.786,-0.200,0.025
12.789,-0.190,0.020
12.792,-0.200,0.015
12.794,-0.215,-0.020
12.797,-0.220,-0.005
12.800,-0.220,0.000
12.803,-0.205,0.020
12.806,-0.190,0.015
12.808,-0.185,0.015
12.811,-0.200,0.000
12.814,-0.220,0.000
12.817,-0.235,0.010
12.819,-0.225,0.025
12.822,-0.200,0.020
12.825,-0.205,0.020
12.828,-0.210,-0.005
12.831,-0.225,0.000
12.833,-0.225,0.015
12.836,-0.205,0.010
12.839,-0.185,0.015
12.842,-0.195,0.000
12.844,-0.215,-0.010
12.847,-0.220,-0.020
12.850,-0.225,-0.005
12.853,-0.215,0.015
12.856,-0.195,0.015
12.858,-0.205,0.000
12.861,-0.220,-0.010
12.864,-0.230,-0.010
12.867,-0.225,0.000
12.869,-0.220,0.020
12.872,-0.195,0.020
12.875,-0.210,0.015
12.878,-0.205,-0.010
12.881,-0.225,-0.020
12.883,-0.225,-0.005
12.886,-0.220,0.015
12.889,-0.205,0.015
12.892,-0.205,0.005
12.894,-0.210,-0.005
12.897,-0.230,0.000
12.900,-0.230,0.005
12.903,-0.225,0.010
12.906,-0.205,0.015
12.908,-0.190,0.015
12.911,-0.215,0.015
12.914,-0.220,0.010
12.917,-0.200,0.015
12.919,-0.180,0.040
12.922,-0.155,0.050
12.925,-0.140,0.060
12.928,-0.145,0.060
12.931,-0.165,0.050
12.933,-0.160,0.060
12.936,-0.140,0.080
12.939,-0.130,0.085
12.942,-0.120,0.090
12.944,-0.140,0.070
12.947,-0.145,0.070
12.950,-0.145,0.075
12.953,-0.150,0.065
12.956,-0.145,0.065
12.958,-0.140,0.055
12.961,-0.175,0.040
12.964,-0.195,0.030
12.967,-0.195,0.045
12.969,-0.185,0.060
12.972,-0.165,0.065
12.975,-0.165,0.065
12.978,-0.180,0.075
12.981,-0.185,0.055
12.983,-0.185,0.075
12.986,-0.155,0.075
12.989,-0.130,0.075
12.992,-0.150,0.050
12.994,-0.165,0.020
12.997,-0.205,0.020
13.000,-0.235,0.035
13.003,-0.225,0.045
13.006,-0.205,0.050
13.008,-0.195,0.030
13.011,-0.200,0.015
13.014,-0.215,0.010
13.017,-0.215,0.015
13.019,-0.230,0.035
13.022,-0.205,0.045
13.025,-0.200,0.030
13.028,-0.210,0.010
13.031,-0.230,0.005
13.033,-0.215,0.020
13.036,-0.210,0.035
13.039,-0.205,0.040
13.042,-0.200,0.020
13.044,-0.215,0.010
13.047,-0.225,0.005
13.050,-0.235,0.010
13.053,-0.220,0.020
13.056,-0.205,0.030
13.058,-0.225,0.025
13.061,-0.210,0.015
13.064,-0.230,0.015
13.067,-0.225,0.030
13.069,-0.225,0.035
13.072,-0.205,0.040
13.075,-0.200,0.045
13.078,-0.210,0.035
13.081,-0.220,0.035
13.083,-0.235,0.075
13.086,-0.210,0.100
13.089,-0.180,0.130
13.092,-0.160,0.155
13.094,-0.165,0.190
13.097,-0.160,0.255
13.100,-0.130,0.335
13.103,-0.100,0.410
13.106,-0.085,0.500
13.108,-0.150,0.620
13.111,-0.240,0.785
13.114,-0.310,0.945
13.117,-0.340,1.135
13.119,-0.375,1.320
13.122,-0.435,1.495
13.125,-0.510,1.660
13.128,-0.545,1.840
13.131,-0.510,2.040
13.133,-0.420,2.220
13.136,-0.300,2.300
13.139,-0.155,2.225
13.142,-0.020,1.960
13.144,0.045,1.545
13.147,0.015,1.065
13.150,-0.110,0.655
13.153,-0.315,0.365
13.156,-0.485,0.185
13.158,-0.595,0.065
13.161,-0.610,0.015
13.164,-0.590,0.020
13.167,-0.515,0.050
13.169,-0.420,0.045
13.172,-0.300,0.045
13.175,-0.235,0.020
13.178,-0.225,-0.010
13.181,-0.205,-0.015
13.183,-0.200,-0.040
13.186,-0.190,-0.045
13.189,-0.160,-0.045
13.192,-0.165,-0.065
13.194,-0.180,-0.075
13.197,-0.185,-0.095
13.200,-0.175,-0.080
13.203,-0.155,-0.075
13.206,-0.130,-0.060
13.208,-0.130,-0.075
13.211,-0.150,-0.095
13.214,-0.150,-0.100
13.217,-0.155,-0.100
13.219,-0.135,-0.075
13.222,-0.115,-0.070
13.225,-0.115,-0.075
13.228,-0.115,-0.090
13.231,-0.140,-0.110
13.233,-0.125,-0.100
13.236,-0.125,-0.085
13.239,-0.095,-0.085
13.242,-0.100,-0.095
13.244,-0.110,-0.120
13.247,-0.130,-0.115
13.250,-0.130,-0.110
13.253,-0.125,-0.105
13.256,-0.105,-0.105
13.258,-0.105,-0.105
13.261,-0.110,-0.120
13.264,-0.110,-0.115
13.267,-0.110,-0.115
13.269,-0.105,-0.110
13.272,-0.080,-0.110
13.275,-0.080,-0.125
13.278,-0.090,-0.125
13.281,-0.115,-0.130
13.283,-0.105,-0.125
13.286,-0.095,-0.115
13.289,-0.080,-0.095
13.292,-0.075,-0.125
13.294,-0.080,-0.125
13.297,-0.085,-0.130
13.300,-0.090,-0.125
13.303,-0.080,-0.110
13.306,-0.065,-0.115
13.308,-0.065,-0.115
13.311,-0.085,-0.130
13.314,-0.100,-0.125
13.317,-0.080,-0.125
13.319,-0.070,-0.110
13.322,-0.040,-0.100
13.325,-0.045,-0.110
13.328,-0.055,-0.130
13.331,-0.065,-0.120
13.333,-0.060,-0.115
13.336,-0.055,-0.105
13.339,-0.040,-0.105
13.342,-0.025,-0.100
13.344,-0.035,-0.130
13.347,-0.040,-0.125
13.350,-0.040,-0.110
13.353,-0.025,-0.085
13.356,0.000,-0.090
13.358,-0.015,-0.090
13.361,-0.015,-0.095
13.364,-0.020,-0.105
13.367,-0.015,-0.090
13.369,-0.005,-0.075
13.372,0.020,-0.075
13.375,0.020,-0.075
13.378,0.020,-0.075
13.381,0.000,-0.065
13.383,0.020,-0.050
13.386,0.030,-0.025
13.389,0.060,-0.010
13.392,0.065,0.000
13.394,0.065,-0.005
13.397,0.060,-0.005
13.400,0.070,0.015
13.403,0.070,0.045
13.406,0.105,0.065
13.408,0.100,0.080
13.411,0.105,0.095
13.414,0.100,0.100
13.417,0.110,0.125
13.419,0.120,0.160
13.422,0.140,0.175
13.425,0.140,0.195
13.428,0.130,0.190
13.431,0.130,0.205
13.433,0.130,0.240
13.436,0.140,0.250
13.439,0.160,0.270
13.442,0.145,0.260
13.444,0.120,0.265
13.447,0.110,0.260
13.450,0.090,0.285
13.453,0.105,0.295
13.456,0.115,0.285
13.458,0.085,0.285
13.461,0.065,0.255
13.464,0.050,0.245
13.467,0.035,0.245
13.469,0.045,0.240
13.472,0.045,0.240
13.475,0.025,0.215
13.478,0.000,0.190
13.481,-0.020,0.180
13.483,-0.035,0.170
13.486,-0.030,0.165
13.489,-0.030,0.160
13.492,-0.045,0.140
13.494,-0.070,0.110
13.497,-0.090,0.105
13.500,-0.080,0.115
13.503,-0.080,0.125
13.506,-0.070,0.135
13.508,-0.070,0.110
13.511,-0.095,0.095
13.514,-0.100,0.090
13.517,-0.130,0.095
13.519,-0.125,0.120
13.522,-0.110,0.110
13.525,-0.105,0.095
13.528,-0.115,0.095
13.531,-0.125,0.075
13.533,-0.140,0.090
13.536,-0.130,0.090
13.539,-0.100,0.100
13.542,-0.120,0.075
13.544,-0.130,0.070
13.547,-0.150,0.075
13.550,-0.145,0.080
13.553,-0.120,0.085
13.556,-0.115,0.080
13.558,-0.110,0.075
13.561,-0.125,0.065
13.564,-0.135,0.065
13.567,-0.145,0.065
13.569,-0.130,0.085
13.572,-0.100,0.080
13.575,-0.125,0.070
13.578,-0.135,0.055
13.581,-0.140,0.055
13.583,-0.145,0.055
13.586,-0.130,0.065
13.589,-0.120,0.075
13.592,-0.120,0.060
13.594,-0.130,0.045
13.597,-0.145,0.035
13.600,-0.170,0.045
13.603,-0.150,0.060
13.606,-0.135,0.055
13.608,-0.145,0.055
13.611,-0.155,0.030
13.614,-0.160,0.030
13.617,-0.170,0.035
13.619,-0.145,0.050
13.622,-0.125,0.050
13.625,-0.135,0.040
13.628,-0.145,0.020
13.631,-0.155,0.030
13.633,-0.160,0.030
13.636,-0.155,0.040
13.639,-0.145,0.035
13.642,-0.140,0.035
13.644,-0.150,0.025
13.647,-0.150,0.025
13.650,-0.150,0.035
13.653,-0.135,0.045
13.656,-0.115,0.035
13.658,-0.130,0.035
13.661,-0.135,0.005
13.664,-0.150,0.025
13.667,-0.150,0.035
13.669,-0.135,0.055
13.672,-0.130,0.060
13.675,-0.140,0.045
13.678,-0.135,0.030
13.681,-0.145,0.035
13.683,-0.150,0.050
13.686,-0.135,0.065
13.689,-0.125,0.050
13.692,-0.135,0.050
13.694,-0.140,0.035
13.697,-0.145,0.035
13.700,-0.145,0.060
13.703,-0.130,0.070
13.706,-0.110,0.070
13.708,-0.120,0.060
13.711,-0.135,0.040
13.714,-0.145,0.040
13.717,-0.155,0.045
13.719,-0.135,0.060
13.722,-0.120,0.060
13.725,-0.130,0.040
13.728,-0.140,0.040
13.731,-0.160,0.030
13.733,-0.155,0.040
13.736,-0.155,0.060
13.739,-0.140,0.060
13.742,-0.150,0.045
13.744,-0.165,0.030
13.747,-0.170,0.025
13.750,-0.200,0.035
13.753,-0.170,0.055
13.756,-0.165,0.045
13.758,-0.165,0.035
13.761,-0.180,0.025
13.764,-0.185,0.015
13.767,-0.175,0.025
13.769,-0.170,0.055
13.772,-0.155,0.035
13.775,-0.165,0.030
13.778,-0.185,0.020
13.781,-0.200,0.015
13.783,-0.190,0.015
13.786,-0.175,0.015
13.789,-0.160,0.030
13.792,-0.165,0.020
13.794,-0.190,0.000
13.797,-0.200,0.005
13.800,-0.205,0.020
13.803,-0.195,0.025
13.806,-0.175,0.055
13.808,-0.185,0.025
13.811,-0.190,0.010
13.814,-0.195,0.000
13.817,-0.190,0.020
13.819,-0.190,0.020
13.822,-0.185,0.025
13.825,-0.190,0.020
13.828,-0.195,0.005
13.831,-0.205,-0.010
13.833,-0.205,-0.010
13.836,-0.205,0.015
13.839,-0.190,0.015
13.842,-0.190,0.025
13.844,-0.205,0.010
13.847,-0.200,0.005
13.850,-0.205,0.015
13.853,-0.190,0.020
13.856,-0.180,0.030
13.858,-0.205,0.010
13.861,-0.215,0.005
13.864,-0.220,-0.005
13.867,-0.215,0.005
13.869,-0.200,0.015
13.872,-0.195,0.010
13.875,-0.195,0.000
13.878,-0.200,-0.005
13.881,-0.220,-0.020
13.883,-0.220,-0.005
13.886,-0.205,0.005
13.889,-0.200,0.010
13.892,-0.195,0.005
13.894,-0.215,-0.005
13.897,-0.220,0.000
13.900,-0.210,0.015
13.903,-0.210,0.035
13.906,-0.185,0.020
13.908,-0.190,0.005
13.911,-0.215,0.005
13.914,-0.220,-0.005
13.917,-0.215,0.010
13.919,-0.205,0.025
13.922,-0.190,0.020
13.925,-0.195,0.020
13.928,-0.220,0.005
13.931,-0.220,0.005
13.933,-0.210,0.020
13.936,-0.200,0.035
13.939,-0.195,0.015
13.942,-0.195,0.015
13.944,-0.210,0.000
13.947,-0.215,-0.010
13.950,-0.220,0.000
13.953,-0.205,0.015
13.956,-0.190,0.015
13.958,-0.200,0.005
13.961,-0.210,-0.020
13.964,-0.215,-0.005
13.967,-0.210,0.000
13.969,-0.215,0.005
13.972,-0.195,0.015
13.975,-0.195,-0.015
13.978,-0.195,-0.015
13.981,-0.210,-0.015
13.983,-0.205,0.005
13.986,-0.195,0.020
13.989,-0.185,0.020
13.992,-0.195,0.015
13.994,-0.210,0.000
13.997,-0.230,-0.005
14.000,-0.220,0.030
14.003,-0.210,0.025
14.006,-0.190,0.025
14.008,-0.170,0.015
14.011,-0.185,0.015
14.014,-0.190,0.015
14.017,-0.195,0.025
14.019,-0.165,0.035
14.022,-0.160,0.060
14.025,-0.160,0.045
14.028,-0.160,0.030
14.031,-0.160,0.040
14.033,-0.165,0.060
14.036,-0.150,0.080
14.039,-0.130,0.080
14.042,-0.125,0.070
14.044,-0.135,0.070
14.047,-0.165,0.075
14.050,-0.160,0.075
14.053,-0.135,0.090
14.056,-0.125,0.090
14.058,-0.140,0.065
14.061,-0.160,0.050
14.064,-0.180,0.040
14.067,-0.200,0.050
14.069,-0.195,0.060
14.072,-0.185,0.055
14.075,-0.190,0.050
14.078,-0.200,0.035
14.081,-0.210,0.045
14.083,-0.205,0.045
14.086,-0.190,0.065
14.089,-0.170,0.070
14.092,-0.175,0.075
14.094,-0.175,0.070
14.097,-0.200,0.075
14.100,-0.180,0.070
14.103,-0.165,0.080
14.106,-0.150,0.075
14.108,-0.150,0.070
14.111,-0.170,0.035
14.114,-0.185,0.040
14.117,-0.200,0.040
14.119,-0.200,0.045
14.122,-0.205,0.045
14.125,-0.220,0.025
14.128,-0.235,0.025
14.131,-0.250,0.015
14.133,-0.250,0.035
14.136,-0.225,0.045
14.139,-0.210,0.055
14.142,-0.220,0.050
14.144,-0.225,0.025
14.147,-0.245,0.020
14.150,-0.255,0.025
14.153,-0.250,0.045
14.156,-0.220,0.035
14.158,-0.225,0.020
14.161,-0.235,0.010
14.164,-0.245,0.005
14.167,-0.240,0.020
14.169,-0.240,0.035
14.172,-0.240,0.050
14.175,-0.235,0.025
14.178,-0.230,-0.005
14.181,-0.260,-0.015
14.183,-0.270,0.010
14.186,-0.240,0.025
14.189,-0.210,0.045
14.192,-0.210,0.040
14.194,-0.210,0.035
14.197,-0.230,0.020
14.200,-0.220,0.030
14.203,-0.220,0.050
14.206,-0.205,0.050
14.208,-0.230,0.050
14.211,-0.220,0.040
14.214,-0.235,0.030
14.217,-0.225,0.055
14.219,-0.230,0.085
14.222,-0.215,0.100
14.225,-0.210,0.115
14.228,-0.205,0.130
14.231,-0.190,0.165
14.233,-0.180,0.215
14.236,-0.150,0.285
14.239,-0.125,0.320
14.242,-0.090,0.365
14.244,-0.090,0.415
14.247,-0.130,0.490
14.250,-0.180,0.615
14.253,-0.220,0.760
14.256,-0.245,0.910
14.258,-0.290,1.035
14.261,-0.345,1.165
14.264,-0.440,1.305
14.267,-0.515,1.445
14.269,-0.565,1.615
14.272,-0.555,1.785
14.275,-0.495,1.965
14.278,-0.430,2.090
14.281,-0.325,2.130
14.283,-0.200,2.065
14.286,-0.075,1.860
14.289,0.020,1.495
14.292,0.035,1.055
14.294,-0.065,0.655
14.297,-0.240,0.385
14.300,-0.435,0.195
14.303,-0.550,0.095
14.306,-0.585,0.040
14.308,-0.585,0.015
14.311,-0.570,0.015
14.314,-0.515,0.005
14.317,-0.420,0.030
14.319,-0.330,0.045
14.322,-0.245,0.030
14.325,-0.240,0.005
14.328,-0.230,-0.020
14.331,-0.235,-0.040
14.333,-0.230,-0.045
14.336,-0.215,-0.045
14.339,-0.200,-0.050
14.342,-0.205,-0.065
14.344,-0.210,-0.075
14.347,-0.215,-0.075
14.350,-0.210,-0.080
14.353,-0.195,-0.060
14.356,-0.170,-0.080
14.358,-0.170,-0.095
14.361,-0.175,-0.100
14.364,-0.175,-0.075
14.367,-0.170,-0.080
14.369,-0.170,-0.075
14.372,-0.150,-0.075
14.375,-0.145,-0.090
14.378,-0.165,-0.110
14.381,-0.165,-0.110
14.383,-0.165,-0.105
14.386,-0.165,-0.100
14.389,-0.145,-0.090
14.392,-0.140,-0.095
14.394,-0.150,-0.110
14.397,-0.155,-0.120
14.400,-0.160,-0.105
14.403,-0.145,-0.085
14.406,-0.145,-0.095
14.408,-0.130,-0.125
14.411,-0.150,-0.135
14.414,-0.165,-0.125
14.417,-0.175,-0.110
14.419,-0.155,-0.095
14.422,-0.145,-0.090
14.425,-0.125,-0.105
14.428,-0.145,-0.120
14.431,-0.150,-0.130
14.433,-0.155,-0.125
14.436,-0.150,-0.110
14.439,-0.115,-0.110
14.442,-0.130,-0.105
14.444,-0.140,-0.125
14.447,-0.145,-0.140
14.450,-0.140,-0.130
14.453,-0.140,-0.120
14.456,-0.135,-0.130
14.458,-0.110,-0.135
14.461,-0.130,-0.150
14.464,-0.130,-0.135
14.467,-0.140,-0.135
14.469,-0.140,-0.115
14.472,-0.110,-0.120
14.475,-0.130,-0.115
14.478,-0.140,-0.150
14.481,-0.130,-0.140
14.483,-0.125,-0.145
14.486,-0.105,-0.135
14.489,-0.100,-0.125
14.492,-0.095,-0.125
14.494,-0.115,-0.140
14.497,-0.115,-0.125
14.500,-0.115,-0.125
14.503,-0.085,-0.115
14.506,-0.080,-0.125
14.508,-0.080,-0.125
14.511,-0.100,-0.130
14.514,-0.105,-0.130
14.517,-0.095,-0.130
14.519,-0.075,-0.110
14.522,-0.055,-0.105
14.525,-0.060,-0.120
14.528,-0.065,-0.105
14.531,-0.085,-0.100
14.533,-0.060,-0.100
14.536,-0.045,-0.075
14.539,-0.015,-0.080
14.542,-0.025,-0.075
14.544,-0.045,-0.080
14.547,-0.050,-0.050
14.550,-0.030,-0.030
14.553,0.000,-0.020
14.556,0.015,0.005
14.558,0.015,0.015
14.561,-0.005,0.020
14.564,-0.005,0.035
14.567,0.010,0.060
14.569,0.020,0.085
14.572,0.025,0.100
14.575,0.025,0.105
14.578,0.025,0.120
14.581,0.010,0.140
14.583,0.020,0.175
14.586,0.035,0.205
14.589,0.055,0.215
14.592,0.045,0.220
14.594,0.030,0.205
14.597,0.015,0.220
14.600,0.025,0.250
14.603,0.010,0.275
14.606,0.035,0.270
14.608,0.030,0.260
14.611,0.005,0.235
14.614,-0.025,0.220
14.617,-0.030,0.220
14.619,-0.020,0.225
14.622,-0.025,0.215
14.625,-0.035,0.210
14.628,-0.055,0.195
14.631,-0.085,0.170
14.633,-0.090,0.165
14.636,-0.075,0.160
14.639,-0.095,0.155
14.642,-0.095,0.135
14.644,-0.115,0.115
14.647,-0.140,0.100
14.650,-0.155,0.100
14.653,-0.130,0.105
14.656,-0.140,0.105
14.658,-0.135,0.085
14.661,-0.165,0.060
14.664,-0.190,0.065
14.667,-0.195,0.070
14.669,-0.175,0.085
14.672,-0.160,0.090
14.675,-0.160,0.085
14.678,-0.185,0.060
14.681,-0.195,0.050
14.683,-0.190,0.050
14.686,-0.185,0.055
14.689,-0.185,0.065
14.692,-0.190,0.065
14.694,-0.180,0.055
14.697,-0.210,0.055
14.700,-0.205,0.070
14.703,-0.205,0.080
14.706,-0.185,0.075
14.708,-0.190,0.060
14.711,-0.205,0.035
14.714,-0.205,0.035
14.717,-0.215,0.045
14.719,-0.195,0.070
14.722,-0.180,0.060
14.725,-0.195,0.045
14.728,-0.210,0.035
14.731,-0.210,0.020
14.733,-0.220,0.030
14.736,-0.205,0.035
14.739,-0.200,0.040
14.742,-0.205,0.035
14.744,-0.210,0.015
14.747,-0.205,0.015
14.750,-0.215,0.015
14.753,-0.205,0.030
14.756,-0.190,0.025
14.758,-0.200,0.010
14.761,-0.230,0.000
14.764,-0.240,0.015
14.767,-0.250,0.015
14.769,-0.210,0.035
14.772,-0.200,0.040
14.775,-0.210,0.020
14.778,-0.210,0.015
14.781,-0.225,0.000
14.783,-0.225,0.005
14.786,-0.225,0.015
14.789,-0.215,0.020
14.792,-0.200,0.015
14.794,-0.205,0.005
14.797,-0.215,0.020
14.800,-0.225,0.020
14.803,-0.205,0.030
14.806,-0.195,0.025
14.808,-0.195,0.005
14.811,-0.220,-0.010
14.814,-0.230,0.000
14.817,-0.230,0.020
14.819,-0.220,0.035
14.822,-0.210,0.040
14.825,-0.205,0.020
14.828,-0.225,0.015
14.831,-0.235,0.010
14.833,-0.230,0.025
14.836,-0.210,0.025
14.839,-0.200,0.040
14.842,-0.210,0.035
14.844,-0.215,0.015
14.847,-0.225,0.015
14.850,-0.250,0.030
14.853,-0.220,0.035
14.856,-0.200,0.020
14.858,-0.200,0.025
14.861,-0.225,0.005
14.864,-0.250,0.015
14.867,-0.230,0.020
14.869,-0.215,0.040
14.872,-0.205,0.030
14.875,-0.215,0.020
14.878,-0.230,0.010
14.881,-0.245,0.005
14.883,-0.240,0.020
14.886,-0.225,0.015
14.889,-0.220,0.040
14.892,-0.230,0.025
14.894,-0.235,0.010
14.897,-0.255,0.005
14.900,-0.265,0.025
14.903,-0.255,0.030
14.906,-0.220,0.025
14.908,-0.245,0.015
14.911,-0.245,0.005
14.914,-0.265,0.010
14.917,-0.270,0.025
14.919,-0.250,0.025
14.922,-0.225,0.040
14.925,-0.235,0.030
14.928,-0.250,0.005
14.931,-0.255,0.015
14.933,-0.260,0.015
14.936,-0.265,0.030
14.939,-0.230,0.030
14.942,-0.225,0.015
14.944,-0.255,0.015
14.947,-0.265,0.005
14.950,-0.255,0.015
14.953,-0.245,0.010
14.956,-0.235,0.010
14.958,-0.240,0.010
14.961,-0.270,-0.010
14.964,-0.270,0.000
14.967,-0.270,0.015
14.969,-0.260,0.020
14.972,-0.245,0.020
14.975,-0.260,0.010
14.978,-0.280,0.005
14.981,-0.285,0.000
14.983,-0.275,0.010
14.986,-0.260,0.025
14.989,-0.255,0.015
14.992,-0.265,0.015
14.994,-0.270,0.005
14.997,-0.275,-0.005
15.000,-0.275,-0.005
15.003,-0.250,0.015
15.006,-0.260,0.015
15.008,-0.255,0.000
15.011,-0.275,-0.015
15.014,-0.265,-0.010
15.017,-0.280,0.010
15.019,-0.260,0.010
15.022,-0.230,0.010
15.025,-0.250,0.010
15.028,-0.260,0.005
15.031,-0.265,0.000
15.033,-0.275,0.010
15.036,-0.270,0.010
15.039,-0.255,0.025
15.042,-0.255,0.000
15.044,-0.260,0.000
15.047,-0.275,-0.015
15.050,-0.270,0.005
15.053,-0.265,0.015
15.056,-0.245,0.025
15.058,-0.260,0.015
15.061,-0.270,-0.005
15.064,-0.280,-0.010
15.067,-0.290,0.010
15.069,-0.280,0.020
15.072,-0.250,0.025
