'Elapsed time','V5','V2'
9.600,-0.300,-0.045
9.603,-0.310,-0.045
9.606,-0.315,-0.035
9.608,-0.315,-0.030
9.611,-0.320,-0.045
9.614,-0.315,-0.050
9.617,-0.320,-0.075
9.619,-0.310,-0.055
9.622,-0.315,-0.055
9.625,-0.305,-0.045
9.628,-0.300,-0.050
9.631,-0.310,-0.060
9.633,-0.320,-0.065
9.636,-0.320,-0.055
9.639,-0.310,-0.055
9.642,-0.310,-0.060
9.644,-0.300,-0.050
9.647,-0.325,-0.060
9.650,-0.325,-0.075
9.653,-0.330,-0.065
9.656,-0.320,-0.050
9.658,-0.320,-0.065
9.661,-0.325,-0.065
9.664,-0.325,-0.060
9.667,-0.320,-0.090
9.669,-0.335,-0.075
9.672,-0.325,-0.070
9.675,-0.320,-0.070
9.678,-0.315,-0.075
9.681,-0.315,-0.070
9.683,-0.335,-0.100
9.686,-0.325,-0.085
9.689,-0.315,-0.090
9.692,-0.300,-0.065
9.694,-0.300,-0.065
9.697,-0.305,-0.075
9.700,-0.305,-0.080
9.703,-0.310,-0.075
9.706,-0.300,-0.065
9.708,-0.290,-0.060
9.711,-0.295,-0.060
9.714,-0.290,-0.065
9.717,-0.290,-0.080
9.719,-0.290,-0.080
9.722,-0.280,-0.065
9.725,-0.270,-0.065
9.728,-0.275,-0.050
9.731,-0.275,-0.065
9.733,-0.260,-0.060
9.736,-0.260,-0.045
9.739,-0.250,-0.040
9.742,-0.240,-0.020
9.744,-0.205,-0.005
9.747,-0.150,-0.005
9.750,-0.040,0.000
9.753,0.160,0.040
9.756,0.630,0.125
9.758,1.095,0.420
9.761,1.085,0.785
9.764,0.765,0.775
9.767,0.565,0.535
9.769,0.605,0.385
9.772,0.795,0.355
9.775,0.965,0.370
9.778,1.120,0.365
9.781,1.265,0.340
9.783,1.410,0.310
9.786,1.500,0.295
9.789,1.495,0.240
9.792,1.375,0.140
9.794,1.160,0.000
9.797,0.920,-0.155
9.800,0.680,-0.295
9.803,0.475,-0.360
9.806,0.305,-0.385
9.808,0.110,-0.405
9.811,-0.085,-0.410
9.814,-0.280,-0.400
9.817,-0.400,-0.360
9.819,-0.465,-0.320
9.822,-0.470,-0.270
9.825,-0.455,-0.240
9.828,-0.460,-0.195
9.831,-0.460,-0.165
9.833,-0.450,-0.145
9.836,-0.455,-0.125
9.839,-0.435,-0.095
9.842,-0.430,-0.085
9.844,-0.415,-0.085
9.847,-0.415,-0.090
9.850,-0.425,-0.100
9.853,-0.425,-0.100
9.856,-0.425,-0.090
9.858,-0.415,-0.075
9.861,-0.405,-0.095
9.864,-0.415,-0.090
9.867,-0.425,-0.110
9.869,-0.435,-0.100
9.872,-0.430,-0.095
9.875,-0.430,-0.090
9.878,-0.425,-0.090
9.881,-0.440,-0.095
9.883,-0.435,-0.110
9.886,-0.450,-0.100
9.889,-0.435,-0.095
9.892,-0.435,-0.090
9.894,-0.445,-0.095
9.897,-0.445,-0.110
9.900,-0.450,-0.135
9.903,-0.460,-0.115
9.906,-0.460,-0.115
9.908,-0.460,-0.110
9.911,-0.470,-0.115
9.914,-0.485,-0.120
9.917,-0.495,-0.145
9.919,-0.500,-0.135
9.922,-0.490,-0.120
9.925,-0.490,-0.130
9.928,-0.490,-0.120
9.931,-0.505,-0.140
9.933,-0.515,-0.140
9.936,-0.520,-0.155
9.939,-0.510,-0.140
9.942,-0.510,-0.130
9.944,-0.515,-0.145
9.947,-0.520,-0.155
9.950,-0.540,-0.150
9.953,-0.535,-0.160
9.956,-0.550,-0.155
9.958,-0.535,-0.145
9.961,-0.540,-0.150
9.964,-0.550,-0.170
9.967,-0.555,-0.170
9.969,-0.560,-0.180
9.972,-0.565,-0.160
9.975,-0.560,-0.155
9.978,-0.570,-0.160
9.981,-0.570,-0.180
9.983,-0.585,-0.185
9.986,-0.585,-0.185
9.989,-0.585,-0.180
9.992,-0.590,-0.175
9.994,-0.585,-0.185
9.997,-0.595,-0.190
10.000,-0.600,-0.190
10.003,-0.610,-0.195
10.006,-0.600,-0.185
10.008,-0.595,-0.170
10.011,-0.595,-0.175
10.014,-0.605,-0.180
10.017,-0.605,-0.190
10.019,-0.610,-0.185
10.022,-0.595,-0.185
10.025,-0.585,-0.165
10.028,-0.575,-0.160
10.031,-0.590,-0.170
10.033,-0.590,-0.170
10.036,-0.595,-0.175
10.039,-0.580,-0.155
10.042,-0.570,-0.140
10.044,-0.565,-0.150
10.047,-0.560,-0.160
10.050,-0.560,-0.160
10.053,-0.550,-0.155
10.056,-0.540,-0.145
10.058,-0.520,-0.135
10.061,-0.505,-0.130
10.064,-0.505,-0.130
10.067,-0.505,-0.130
10.069,-0.495,-0.125
10.072,-0.470,-0.110
10.075,-0.445,-0.095
10.078,-0.435,-0.085
10.081,-0.430,-0.100
10.083,-0.420,-0.080
10.086,-0.420,-0.075
10.089,-0.390,-0.065
10.092,-0.360,-0.055
10.094,-0.355,-0.050
10.097,-0.340,-0.040
10.100,-0.345,-0.045
10.103,-0.340,-0.040
10.106,-0.300,-0.020
10.108,-0.285,-0.015
10.111,-0.280,-0.015
10.114,-0.275,-0.015
10.117,-0.285,-0.020
10.119,-0.275,-0.015
10.122,-0.275,-0.005
10.125,-0.255,0.010
10.128,-0.265,0.010
10.131,-0.260,0.000
10.133,-0.260,-0.010
10.136,-0.250,-0.005
10.139,-0.245,0.005
10.142,-0.245,0.010
10.144,-0.230,0.015
10.147,-0.235,-0.005
10.150,-0.245,-0.005
10.153,-0.245,0.005
10.156,-0.245,-0.005
10.158,-0.240,0.015
10.161,-0.225,0.000
10.164,-0.235,-0.010
10.167,-0.235,-0.015
10.169,-0.240,0.000
10.172,-0.235,0.000
10.175,-0.230,0.000
10.178,-0.225,-0.005
10.181,-0.240,-0.020
10.183,-0.250,-0.030
10.186,-0.245,-0.020
10.189,-0.240,-0.005
10.192,-0.225,-0.010
10.194,-0.240,-0.010
10.197,-0.235,-0.020
10.200,-0.265,-0.030
10.203,-0.265,-0.030
10.206,-0.255,-0.015
10.208,-0.245,-0.005
10.211,-0.255,-0.010
10.214,-0.265,-0.025
10.217,-0.260,-0.035
10.219,-0.270,-0.030
10.222,-0.255,-0.040
10.225,-0.245,-0.020
10.228,-0.255,-0.025
10.231,-0.265,-0.030
10.233,-0.260,-0.050
10.236,-0.275,-0.030
10.239,-0.265,-0.015
10.242,-0.255,-0.025
10.244,-0.260,-0.015
10.247,-0.270,-0.035
10.250,-0.275,-0.030
10.253,-0.270,-0.045
10.256,-0.265,-0.035
10.258,-0.240,-0.015
10.261,-0.250,-0.010
10.264,-0.255,-0.020
10.267,-0.255,-0.040
10.269,-0.265,-0.040
10.272,-0.250,-0.020
10.275,-0.245,-0.010
10.278,-0.245,-0.015
10.281,-0.255,-0.020
10.283,-0.265,-0.040
10.286,-0.265,-0.020
10.289,-0.235,-0.015
10.292,-0.225,-0.015
10.294,-0.235,-0.010
10.297,-0.240,-0.015
10.300,-0.240,-0.020
10.303,-0.245,-0.020
10.306,-0.245,-0.015
10.308,-0.220,-0.005
10.311,-0.215,-0.010
10.314,-0.225,-0.020
10.317,-0.235,-0.035
10.319,-0.255,-0.020
10.322,-0.225,-0.020
10.325,-0.225,-0.005
10.328,-0.225,-0.010
10.331,-0.220,-0.020
10.333,-0.225,-0.030
10.336,-0.235,-0.030
10.339,-0.230,-0.015
10.342,-0.220,-0.020
10.344,-0.215,-0.015
10.347,-0.225,-0.025
10.350,-0.240,-0.025
10.353,-0.235,-0.020
10.356,-0.235,-0.010
10.358,-0.225,-0.010
10.361,-0.215,0.000
10.364,-0.225,-0.010
10.367,-0.230,-0.020
10.369,-0.235,-0.015
10.372,-0.230,-0.005
10.375,-0.225,0.010
10.378,-0.215,-0.005
10.381,-0.235,0.000
10.383,-0.235,-0.015
10.386,-0.240,-0.005
10.389,-0.245,0.015
10.392,-0.230,0.020
10.394,-0.220,0.020
10.397,-0.235,0.015
10.400,-0.230,-0.010
10.403,-0.240,0.010
10.406,-0.230,0.030
10.408,-0.230,0.015
10.411,-0.230,0.020
10.414,-0.250,0.005
10.417,-0.230,0.000
10.419,-0.235,-0.015
10.422,-0.225,-0.015
10.425,-0.215,0.000
10.428,-0.200,-0.005
10.431,-0.205,-0.025
10.433,-0.210,-0.040
10.436,-0.215,-0.030
10.439,-0.200,-0.020
10.442,-0.180,-0.010
10.444,-0.180,-0.020
10.447,-0.190,-0.030
10.450,-0.195,-0.035
10.453,-0.200,-0.035
10.456,-0.170,-0.025
10.458,-0.155,-0.015
10.461,-0.145,-0.005
10.464,-0.150,-0.030
10.467,-0.145,-0.030
10.469,-0.135,-0.015
10.472,-0.140,0.010
10.475,-0.130,-0.010
10.478,-0.140,-0.005
10.481,-0.165,-0.010
10.483,-0.185,-0.025
10.486,-0.195,-0.035
10.489,-0.190,-0.030
10.492,-0.180,-0.015
10.494,-0.185,-0.015
10.497,-0.200,-0.025
10.500,-0.215,-0.045
10.503,-0.205,-0.040
10.506,-0.200,-0.030
10.508,-0.195,-0.030
10.511,-0.195,-0.030
10.514,-0.200,-0.030
10.517,-0.205,-0.045
10.519,-0.210,-0.030
10.522,-0.190,-0.030
10.525,-0.155,-0.015
10.528,-0.145,-0.015
10.531,-0.100,-0.010
10.533,-0.035,-0.015
10.536,0.170,0.015
10.539,0.625,0.100
10.542,0.995,0.405
10.544,0.840,0.695
10.547,0.385,0.625
10.550,0.100,0.340
10.553,0.060,0.180
10.556,0.100,0.155
10.558,0.125,0.170
10.561,0.090,0.140
10.564,0.050,0.120
10.567,0.035,0.075
10.569,0.025,0.085
10.572,0.040,0.080
10.575,0.065,0.065
10.578,0.065,0.050
10.581,0.050,0.030
10.583,0.040,-0.010
10.586,0.030,-0.040
10.589,0.030,-0.040
10.592,0.040,-0.050
10.594,0.035,-0.050
10.597,0.030,-0.070
10.600,-0.005,-0.095
10.603,-0.025,-0.090
10.606,-0.055,-0.080
10.608,-0.085,-0.085
10.611,-0.120,-0.105
10.614,-0.180,-0.115
10.617,-0.200,-0.145
10.619,-0.235,-0.130
10.622,-0.275,-0.135
10.625,-0.285,-0.130
10.628,-0.290,-0.150
10.631,-0.310,-0.150
10.633,-0.330,-0.165
10.636,-0.360,-0.150
10.639,-0.415,-0.155
10.642,-0.445,-0.145
10.644,-0.450,-0.165
10.647,-0.430,-0.165
10.650,-0.390,-0.175
10.653,-0.335,-0.165
10.656,-0.270,-0.145
10.658,-0.220,-0.135
10.661,-0.165,-0.120
10.664,-0.160,-0.165
10.667,-0.195,-0.220
10.669,-0.255,-0.285
10.672,-0.300,-0.345
10.675,-0.335,-0.370
10.678,-0.400,-0.395
10.681,-0.440,-0.430
10.683,-0.480,-0.430
10.686,-0.515,-0.415
10.689,-0.520,-0.385
10.692,-0.495,-0.335
10.694,-0.460,-0.275
10.697,-0.420,-0.230
10.700,-0.395,-0.195
10.703,-0.375,-0.150
10.706,-0.350,-0.100
10.708,-0.340,-0.070
10.711,-0.320,-0.065
10.714,-0.310,-0.055
10.717,-0.315,-0.055
10.719,-0.305,-0.045
10.722,-0.300,-0.020
10.725,-0.290,-0.005
10.728,-0.265,-0.025
10.731,-0.255,-0.035
10.733,-0.260,-0.040
10.736,-0.260,-0.025
10.739,-0.240,-0.020
10.742,-0.240,-0.020
10.744,-0.230,-0.025
10.747,-0.245,-0.030
10.750,-0.235,-0.030
10.753,-0.235,-0.035
10.756,-0.225,-0.020
10.758,-0.220,-0.010
10.761,-0.220,-0.015
10.764,-0.220,-0.025
10.767,-0.220,-0.035
10.769,-0.230,-0.035
10.772,-0.215,-0.015
10.775,-0.210,-0.015
10.778,-0.215,-0.020
10.781,-0.210,-0.020
10.783,-0.220,-0.040
10.786,-0.225,-0.035
10.789,-0.215,-0.015
10.792,-0.215,-0.015
10.794,-0.195,-0.010
10.797,-0.195,-0.020
10.800,-0.205,-0.035
10.803,-0.210,-0.025
10.806,-0.205,-0.020
10.808,-0.195,-0.010
10.811,-0.195,-0.015
10.814,-0.190,-0.020
10.817,-0.205,-0.030
10.819,-0.200,-0.025
10.822,-0.180,-0.015
10.825,-0.175,-0.015
10.828,-0.170,-0.005
10.831,-0.180,-0.015
10.833,-0.180,-0.020
10.836,-0.195,-0.010
10.839,-0.165,-0.005
10.842,-0.160,0.005
10.844,-0.155,0.000
10.847,-0.160,-0.015
10.850,-0.160,-0.020
10.853,-0.155,-0.005
10.856,-0.155,0.005
10.858,-0.140,0.015
10.861,-0.130,0.010
10.864,-0.140,0.005
10.867,-0.145,0.000
10.869,-0.145,0.005
10.872,-0.135,0.030
10.875,-0.120,0.030
10.878,-0.110,0.025
10.881,-0.110,0.015
10.883,-0.125,0.020
10.886,-0.125,0.020
10.889,-0.110,0.020
10.892,-0.095,0.050
10.894,-0.080,0.050
10.897,-0.090,0.050
10.900,-0.095,0.035
10.903,-0.095,0.040
10.906,-0.085,0.055
10.908,-0.070,0.060
10.911,-0.070,0.060
10.914,-0.075,0.060
10.917,-0.065,0.055
10.919,-0.065,0.070
10.922,-0.050,0.065
10.925,-0.040,0.080
10.928,-0.035,0.075
10.931,-0.045,0.075
10.933,-0.055,0.070
10.936,-0.055,0.070
10.939,-0.040,0.095
10.942,-0.030,0.095
10.944,-0.030,0.085
10.947,-0.040,0.075
10.950,-0.030,0.070
10.953,-0.045,0.085
10.956,-0.040,0.090
10.958,-0.030,0.095
10.961,-0.030,0.090
10.964,-0.025,0.085
10.967,-0.035,0.080
10.969,-0.045,0.085
10.972,-0.040,0.085
10.975,-0.030,0.090
10.978,-0.035,0.085
10.981,-0.050,0.075
10.983,-0.055,0.080
10.986,-0.065,0.080
10.989,-0.060,0.085
10.992,-0.060,0.085
10.994,-0.070,0.080
10.997,-0.080,0.065
11.000,-0.095,0.065
11.003,-0.105,0.065
11.006,-0.105,0.065
11.008,-0.095,0.070
11.011,-0.110,0.075
11.014,-0.110,0.060
11.017,-0.120,0.035
11.019,-0.125,0.055
11.022,-0.125,0.060
11.025,-0.120,0.055
11.028,-0.130,0.055
11.031,-0.135,0.045
11.033,-0.150,0.025
11.036,-0.160,0.040
11.039,-0.155,0.045
11.042,-0.140,0.045
11.044,-0.155,0.045
11.047,-0.150,0.030
11.050,-0.155,0.030
11.053,-0.170,0.030
11.056,-0.165,0.045
11.058,-0.150,0.035
11.061,-0.165,0.045
11.064,-0.170,0.030
11.067,-0.180,0.010
11.069,-0.185,0.015
11.072,-0.175,0.030
11.075,-0.170,0.050
11.078,-0.170,0.035
11.081,-0.175,0.020
11.083,-0.195,0.005
11.086,-0.190,0.020
11.089,-0.175,0.030
11.092,-0.160,0.025
11.094,-0.170,0.025
11.097,-0.175,0.015
11.100,-0.185,0.015
11.103,-0.185,0.000
11.106,-0.175,0.020
11.108,-0.170,0.030
11.111,-0.170,0.030
11.114,-0.180,0.015
11.117,-0.185,-0.005
11.119,-0.200,0.015
11.122,-0.185,0.025
11.125,-0.180,0.020
11.128,-0.180,0.025
11.131,-0.185,0.010
11.133,-0.180,-0.005
11.136,-0.200,-0.005
11.139,-0.200,0.015
11.142,-0.185,0.020
11.144,-0.175,0.010
11.147,-0.185,0.005
11.150,-0.185,0.000
11.153,-0.200,0.000
11.156,-0.190,0.010
11.158,-0.185,0.010
11.161,-0.185,0.020
11.164,-0.205,0.005
11.167,-0.210,0.000
11.169,-0.220,0.000
11.172,-0.200,0.000
11.175,-0.195,0.005
11.178,-0.190,0.005
11.181,-0.200,-0.005
11.183,-0.210,-0.010
11.186,-0.210,-0.005
11.189,-0.205,0.010
11.192,-0.195,0.000
11.194,-0.205,-0.005
11.197,-0.205,-0.010
11.200,-0.210,-0.005
11.203,-0.210,0.000
11.206,-0.205,0.010
11.208,-0.195,0.005
11.211,-0.200,0.010
11.214,-0.220,0.000
11.217,-0.230,-0.005
11.219,-0.225,-0.005
11.222,-0.215,0.010
11.225,-0.200,0.015
11.228,-0.210,0.010
11.231,-0.220,-0.025
11.233,-0.215,-0.025
11.236,-0.230,-0.015
11.239,-0.225,0.000
11.242,-0.220,0.000
11.244,-0.210,-0.005
11.247,-0.215,-0.015
11.250,-0.225,-0.025
11.253,-0.235,-0.020
11.256,-0.210,-0.010
11.258,-0.220,-0.010
11.261,-0.225,-0.020
11.264,-0.230,-0.015
11.267,-0.240,-0.030
11.269,-0.240,-0.025
11.272,-0.235,-0.010
11.275,-0.230,-0.015
11.278,-0.230,-0.020
11.281,-0.225,-0.035
11.283,-0.235,-0.045
11.286,-0.250,-0.025
11.289,-0.240,-0.030
11.292,-0.240,-0.020
11.294,-0.225,-0.030
11.297,-0.235,-0.040
11.300,-0.240,-0.045
11.303,-0.240,-0.045
11.306,-0.230,-0.030
11.308,-0.235,-0.025
11.311,-0.225,-0.020
11.314,-0.245,-0.035
11.317,-0.250,-0.045
11.319,-0.255,-0.030
11.322,-0.250,-0.020
11.325,-0.250,-0.015
11.328,-0.235,-0.015
11.331,-0.255,-0.020
11.333,-0.250,-0.030
11.336,-0.255,-0.035
11.339,-0.235,-0.015
11.342,-0.260,0.010
11.344,-0.250,-0.005
11.347,-0.260,-0.005
11.350,-0.255,-0.010
11.353,-0.265,-0.010
11.356,-0.250,0.000
11.358,-0.240,0.005
11.361,-0.230,0.010
11.364,-0.250,-0.010
11.367,-0.240,-0.010
11.369,-0.220,-0.005
11.372,-0.205,0.005
11.375,-0.180,0.000
11.378,-0.130,0.020
11.381,-0.045,0.015
11.383,0.150,0.025
11.386,0.570,0.110
11.389,0.935,0.380
11.392,0.820,0.710
11.394,0.415,0.710
11.397,0.120,0.440
11.400,0.035,0.235
11.403,0.065,0.165
11.406,0.085,0.175
11.408,0.075,0.155
11.411,0.050,0.130
11.414,0.025,0.105
11.417,0.020,0.085
11.419,0.020,0.075
11.422,0.050,0.070
11.425,0.050,0.065
11.428,0.070,0.050
11.431,0.065,0.010
11.433,0.050,-0.025
11.436,0.035,-0.035
11.439,0.035,-0.035
11.442,0.035,-0.045
11.444,0.020,-0.060
11.447,0.000,-0.085
11.450,-0.035,-0.115
11.453,-0.075,-0.110
11.456,-0.105,-0.125
11.458,-0.135,-0.150
11.461,-0.165,-0.155
11.464,-0.220,-0.185
11.467,-0.265,-0.210
11.469,-0.305,-0.225
11.472,-0.350,-0.230
11.475,-0.415,-0.240
11.478,-0.490,-0.245
11.481,-0.560,-0.270
11.483,-0.610,-0.290
11.486,-0.670,-0.295
11.489,-0.710,-0.290
11.492,-0.765,-0.305
11.494,-0.825,-0.325
11.497,-0.865,-0.380
11.500,-0.900,-0.425
11.503,-0.920,-0.470
11.506,-0.925,-0.510
11.508,-0.935,-0.545
11.511,-0.930,-0.580
11.514,-0.935,-0.600
11.517,-0.945,-0.640
11.519,-0.935,-0.670
11.522,-0.930,-0.685
11.525,-0.895,-0.720
11.528,-0.885,-0.745
11.531,-0.875,-0.775
11.533,-0.845,-0.820
11.536,-0.810,-0.840
11.539,-0.750,-0.865
11.542,-0.685,-0.855
11.544,-0.635,-0.855
11.547,-0.605,-0.820
11.550,-0.560,-0.800
11.553,-0.525,-0.765
11.556,-0.480,-0.705
11.558,-0.425,-0.660
11.561,-0.390,-0.605
11.564,-0.370,-0.565
11.567,-0.360,-0.520
11.569,-0.340,-0.465
11.572,-0.325,-0.400
11.575,-0.300,-0.360
11.578,-0.295,-0.330
11.581,-0.305,-0.315
11.583,-0.295,-0.285
11.586,-0.285,-0.260
11.589,-0.260,-0.225
11.592,-0.245,-0.190
11.594,-0.230,-0.180
11.597,-0.240,-0.180
11.600,-0.255,-0.175
11.603,-0.255,-0.145
11.606,-0.245,-0.120
11.608,-0.240,-0.090
11.611,-0.235,-0.085
11.614,-0.240,-0.065
11.617,-0.245,-0.045
11.619,-0.230,-0.020
11.622,-0.205,-0.005
11.625,-0.170,0.030
11.628,-0.165,0.035
11.631,-0.160,0.035
11.633,-0.155,0.035
11.636,-0.155,0.045
11.639,-0.130,0.065
11.642,-0.115,0.065
11.644,-0.110,0.075
11.647,-0.110,0.050
11.650,-0.110,0.060
11.653,-0.120,0.055
11.656,-0.105,0.065
11.658,-0.095,0.080
11.661,-0.085,0.080
11.664,-0.090,0.090
11.667,-0.085,0.085
11.669,-0.075,0.100
11.672,-0.065,0.100
11.675,-0.050,0.110
11.678,-0.045,0.100
11.681,-0.035,0.095
11.683,-0.050,0.095
11.686,-0.045,0.100
11.689,-0.030,0.125
11.692,-0.020,0.120
11.694,-0.010,0.125
11.697,-0.015,0.125
11.700,-0.030,0.120
11.703,-0.025,0.125
11.706,-0.015,0.140
11.708,0.010,0.145
11.711,0.015,0.155
11.714,0.010,0.145
11.717,0.010,0.140
11.719,0.010,0.145
11.722,0.020,0.170
11.725,0.035,0.175
11.728,0.040,0.175
11.731,0.045,0.175
11.733,0.035,0.175
11.736,0.015,0.180
11.739,0.030,0.200
11.742,0.055,0.215
11.744,0.065,0.215
11.747,0.055,0.205
11.750,0.040,0.205
11.753,0.055,0.235
11.756,0.055,0.240
11.758,0.075,0.235
11.761,0.070,0.245
11.764,0.065,0.230
11.767,0.060,0.230
11.769,0.050,0.235
11.772,0.060,0.255
11.775,0.085,0.260
11.778,0.085,0.260
11.781,0.070,0.260
11.783,0.060,0.245
11.786,0.060,0.250
11.789,0.080,0.275
11.792,0.090,0.280
11.794,0.085,0.275
11.797,0.080,0.250
11.800,0.070,0.245
11.803,0.065,0.260
11.806,0.065,0.270
11.808,0.070,0.265
11.811,0.065,0.260
11.814,0.050,0.245
11.817,0.045,0.230
11.819,0.035,0.230
11.822,0.025,0.240
11.825,0.035,0.225
11.828,0.025,0.230
11.831,0.005,0.210
11.833,-0.005,0.200
11.836,-0.015,0.185
11.839,-0.015,0.210
11.842,-0.025,0.200
11.844,-0.025,0.185
11.847,-0.040,0.175
11.850,-0.055,0.160
11.853,-0.065,0.155
11.856,-0.070,0.160
11.858,-0.065,0.155
11.861,-0.085,0.135
11.864,-0.090,0.130
11.867,-0.110,0.105
11.869,-0.120,0.105
11.872,-0.115,0.100
11.875,-0.120,0.110
11.878,-0.125,0.100
11.881,-0.135,0.075
11.883,-0.145,0.065
11.886,-0.155,0.055
11.889,-0.155,0.055
11.892,-0.140,0.060
11.894,-0.145,0.055
11.897,-0.160,0.040
11.900,-0.155,0.020
11.903,-0.170,0.035
11.906,-0.165,0.035
11.908,-0.160,0.030
11.911,-0.160,0.020
11.914,-0.180,0.005
11.917,-0.185,-0.015
11.919,-0.195,0.000
11.922,-0.180,0.000
11.925,-0.175,0.005
11.928,-0.180,-0.005
11.931,-0.175,-0.005
11.933,-0.190,-0.015
11.936,-0.190,-0.015
11.939,-0.195,-0.005
11.942,-0.180,-0.005
11.944,-0.200,-0.005
11.947,-0.195,-0.020
11.950,-0.190,-0.020
11.953,-0.205,-0.015
11.956,-0.190,-0.005
11.958,-0.170,-0.005
11.961,-0.175,-0.025
11.964,-0.180,-0.025
11.967,-0.195,-0.030
11.969,-0.200,-0.020
11.972,-0.195,-0.015
11.975,-0.180,-0.010
11.978,-0.180,-0.025
11.981,-0.185,-0.030
11.983,-0.195,-0.035
11.986,-0.205,-0.025
11.989,-0.185,-0.020
11.992,-0.185,-0.010
11.994,-0.195,-0.020
11.997,-0.185,-0.030
12.000,-0.195,-0.040
12.003,-0.190,-0.025
12.006,-0.190,-0.015
12.008,-0.180,-0.020
12.011,-0.180,-0.015
12.014,-0.205,-0.035
12.017,-0.195,-0.040
12.019,-0.200,-0.030
12.022,-0.185,-0.010
12.025,-0.185,-0.010
12.028,-0.190,-0.025
12.031,-0.205,-0.025
12.033,-0.215,-0.035
12.036,-0.205,-0.045
12.039,-0.190,-0.025
12.042,-0.175,-0.015
12.044,-0.180,-0.015
12.047,-0.195,-0.040
12.050,-0.190,-0.050
12.053,-0.205,-0.035
12.056,-0.205,-0.020
12.058,-0.195,-0.015
12.061,-0.205,-0.020
12.064,-0.200,-0.040
12.067,-0.215,-0.050
12.069,-0.215,-0.040
12.072,-0.200,-0.030
12.075,-0.205,-0.030
12.078,-0.210,-0.025
12.081,-0.215,-0.050
12.083,-0.220,-0.055
12.086,-0.230,-0.040
12.089,-0.230,-0.040
12.092,-0.220,-0.035
12.094,-0.210,-0.045
12.097,-0.210,-0.050
12.100,-0.225,-0.060
12.103,-0.230,-0.055
12.106,-0.225,-0.045
12.108,-0.225,-0.045
12.111,-0.220,-0.055
12.114,-0.230,-0.065
12.117,-0.245,-0.075
12.119,-0.240,-0.065
12.122,-0.240,-0.055
12.125,-0.225,-0.050
12.128,-0.225,-0.060
12.131,-0.235,-0.065
12.133,-0.230,-0.080
12.136,-0.240,-0.075
12.139,-0.225,-0.065
12.142,-0.230,-0.060
12.144,-0.215,-0.075
12.147,-0.225,-0.080
12.150,-0.240,-0.080
12.153,-0.245,-0.080
12.156,-0.230,-0.070
12.158,-0.230,-0.050
12.161,-0.225,-0.055
12.164,-0.230,-0.065
12.167,-0.240,-0.080
12.169,-0.250,-0.075
12.172,-0.240,-0.065
12.175,-0.240,-0.070
12.178,-0.230,-0.075
12.181,-0.225,-0.085
12.183,-0.240,-0.080
12.186,-0.235,-0.075
12.189,-0.230,-0.060
12.192,-0.220,-0.070
12.194,-0.205,-0.070
12.197,-0.200,-0.070
12.200,-0.210,-0.090
12.203,-0.215,-0.085
12.206,-0.220,-0.065
12.208,-0.190,-0.070
12.211,-0.190,-0.060
12.214,-0.200,-0.075
12.217,-0.200,-0.080
12.219,-0.195,-0.070
12.222,-0.160,-0.060
12.225,-0.120,-0.040
12.228,-0.040,-0.030
12.231,0.140,-0.005
12.233,0.540,0.095
12.236,0.910,0.405
12.239,0.820,0.725
12.242,0.435,0.700
12.244,0.145,0.420
12.247,0.070,0.215
12.250,0.090,0.155
12.253,0.085,0.145
12.256,0.065,0.130
12.258,0.045,0.095
12.261,0.040,0.075
12.264,0.030,0.055
12.267,0.005,0.045
12.269,0.005,0.030
12.272,0.000,0.020
12.275,-0.005,0.005
12.278,-0.015,-0.025
12.281,-0.040,-0.060
12.283,-0.045,-0.095
12.286,-0.055,-0.110
12.289,-0.060,-0.125
12.292,-0.075,-0.120
12.294,-0.095,-0.135
12.297,-0.130,-0.160
12.300,-0.185,-0.185
12.303,-0.225,-0.190
12.306,-0.260,-0.200
12.308,-0.285,-0.210
12.311,-0.330,-0.230
12.314,-0.380,-0.255
12.317,-0.460,-0.275
12.319,-0.555,-0.295
12.322,-0.605,-0.305
12.325,-0.660,-0.325
12.328,-0.710,-0.320
12.331,-0.765,-0.345
12.333,-0.815,-0.375
12.336,-0.875,-0.385
12.339,-0.905,-0.420
12.342,-0.925,-0.465
12.344,-0.935,-0.520
12.347,-0.955,-0.585
12.350,-0.955,-0.615
12.353,-0.975,-0.635
12.356,-0.965,-0.660
12.358,-0.945,-0.670
12.361,-0.940,-0.720
12.364,-0.925,-0.765
12.367,-0.915,-0.795
12.369,-0.885,-0.815
12.372,-0.835,-0.840
12.375,-0.780,-0.875
12.378,-0.740,-0.895
12.381,-0.695,-0.915
12.383,-0.625,-0.935
12.386,-0.590,-0.895
12.389,-0.560,-0.855
12.392,-0.490,-0.815
12.394,-0.450,-0.770
12.397,-0.410,-0.740
12.400,-0.390,-0.695
12.403,-0.355,-0.625
12.406,-0.330,-0.555
12.408,-0.300,-0.505
12.411,-0.295,-0.455
12.414,-0.275,-0.405
12.417,-0.285,-0.380
12.419,-0.290,-0.340
12.422,-0.290,-0.305
12.425,-0.240,-0.265
12.428,-0.220,-0.245
12.431,-0.220,-0.245
12.433,-0.235,-0.250
12.436,-0.235,-0.210
12.439,-0.230,-0.175
12.442,-0.215,-0.155
12.444,-0.210,-0.140
12.447,-0.220,-0.140
12.450,-0.230,-0.135
12.453,-0.230,-0.100
12.456,-0.200,-0.065
12.458,-0.155,-0.045
12.461,-0.160,-0.020
12.464,-0.145,-0.010
