'Elapsed time','V5','V2'
'0:02.344',-0.230,0.010
'0:02.347',-0.235,-0.005
'0:02.350',-0.225,0.005
'0:02.353',-0.225,0.010
'0:02.356',-0.220,0.005
'0:02.358',-0.225,0.005
'0:02.361',-0.245,-0.005
'0:02.364',-0.250,0.000
'0:02.367',-0.240,0.000
'0:02.369',-0.235,0.005
'0:02.372',-0.230,0.000
'0:02.375',-0.225,-0.005
'0:02.378',-0.240,-0.020
'0:02.381',-0.240,-0.010
'0:02.383',-0.235,-0.005
'0:02.386',-0.240,0.000
'0:02.389',-0.235,0.005
'0:02.392',-0.245,-0.010
'0:02.394',-0.255,-0.010
'0:02.397',-0.260,-0.010
'0:02.400',-0.255,0.000
'0:02.403',-0.245,0.000
'0:02.406',-0.255,-0.005
'0:02.408',-0.255,-0.015
'0:02.411',-0.255,-0.010
'0:02.414',-0.260,-0.015
'0:02.417',-0.255,-0.015
'0:02.419',-0.240,-0.005
'0:02.422',-0.240,-0.010
'0:02.425',-0.245,-0.020
'0:02.428',-0.265,-0.025
'0:02.431',-0.285,-0.040
'0:02.433',-0.280,-0.025
'0:02.436',-0.275,-0.015
'0:02.439',-0.255,-0.020
'0:02.442',-0.245,-0.050
'0:02.444',-0.250,-0.065
'0:02.447',-0.265,-0.060
'0:02.450',-0.250,-0.060
'0:02.453',-0.250,-0.055
'0:02.456',-0.250,-0.055
'0:02.458',-0.255,-0.075
'0:02.461',-0.275,-0.100
'0:02.464',-0.290,-0.100
'0:02.467',-0.285,-0.085
'0:02.469',-0.290,-0.090
'0:02.472',-0.270,-0.105
'0:02.475',-0.275,-0.110
'0:02.478',-0.280,-0.120
'0:02.481',-0.285,-0.125
'0:02.483',-0.285,-0.115
'0:02.486',-0.290,-0.125
'0:02.489',-0.285,-0.120
'0:02.492',-0.300,-0.125
'0:02.494',-0.295,-0.140
'0:02.497',-0.300,-0.160
'0:02.500',-0.290,-0.145
'0:02.503',-0.290,-0.160
'0:02.506',-0.275,-0.155
'0:02.508',-0.285,-0.175
'0:02.511',-0.310,-0.180
'0:02.514',-0.305,-0.180
'0:02.517',-0.310,-0.175
'0:02.519',-0.305,-0.165
'0:02.522',-0.300,-0.180
'0:02.525',-0.305,-0.185
'0:02.528',-0.305,-0.205
'0:02.531',-0.315,-0.205
'0:02.533',-0.300,-0.190
'0:02.536',-0.295,-0.195
'0:02.539',-0.295,-0.200
'0:02.542',-0.295,-0.210
'0:02.544',-0.310,-0.220
'0:02.547',-0.330,-0.205
'0:02.550',-0.305,-0.205
'0:02.553',-0.300,-0.200
'0:02.556',-0.290,-0.215
'0:02.558',-0.290,-0.215
'0:02.561',-0.300,-0.230
'0:02.564',-0.310,-0.230
'0:02.567',-0.305,-0.220
'0:02.569',-0.300,-0.215
'0:02.572',-0.295,-0.215
'0:02.575',-0.300,-0.235
'0:02.578',-0.305,-0.250
'0:02.581',-0.315,-0.245
'0:02.583',-0.300,-0.235
'0:02.586',-0.305,-0.235
'0:02.589',-0.300,-0.230
'0:02.592',-0.290,-0.240
'0:02.594',-0.305,-0.255
'0:02.597',-0.315,-0.245
'0:02.600',-0.305,-0.245
'0:02.603',-0.305,-0.240
'0:02.606',-0.295,-0.250
'0:02.608',-0.295,-0.250
'0:02.611',-0.305,-0.265
'0:02.614',-0.305,-0.255
'0:02.617',-0.295,-0.240
'0:02.619',-0.305,-0.240
'0:02.622',-0.295,-0.255
'0:02.625',-0.295,-0.255
'0:02.628',-0.315,-0.275
'0:02.631',-0.310,-0.260
'0:02.633',-0.315,-0.250
'0:02.636',-0.300,-0.240
'0:02.639',-0.295,-0.240
'0:02.642',-0.305,-0.255
'0:02.644',-0.310,-0.275
'0:02.647',-0.320,-0.265
'0:02.650',-0.310,-0.255
'0:02.653',-0.300,-0.260
'0:02.656',-0.285,-0.250
'0:02.658',-0.280,-0.255
'0:02.661',-0.285,-0.270
'0:02.664',-0.290,-0.270
'0:02.667',-0.290,-0.250
'0:02.669',-0.270,-0.240
'0:02.672',-0.270,-0.255
'0:02.675',-0.280,-0.260
'0:02.678',-0.295,-0.265
'0:02.681',-0.305,-0.260
'0:02.683',-0.290,-0.250
'0:02.686',-0.290,-0.240
'0:02.689',-0.285,-0.250
'0:02.692',-0.285,-0.255
'0:02.694',-0.285,-0.270
'0:02.697',-0.295,-0.265
'0:02.700',-0.295,-0.250
'0:02.703',-0.280,-0.235
'0:02.706',-0.270,-0.235
'0:02.708',-0.270,-0.255
'0:02.711',-0.275,-0.255
'0:02.714',-0.270,-0.250
'0:02.717',-0.250,-0.235
'0:02.719',-0.240,-0.185
'0:02.722',-0.230,-0.130
'0:02.725',-0.225,0.075
'0:02.728',-0.200,0.440
'0:02.731',-0.170,0.720
'0:02.733',-0.095,0.665
'0:02.736',0.055,0.410
'0:02.739',0.350,0.235
'0:02.742',0.715,0.160
'0:02.744',0.880,0.095
'0:02.747',0.700,0.045
'0:02.750',0.390,-0.025
'0:02.753',0.205,-0.105
'0:02.756',0.150,-0.235
'0:02.758',0.150,-0.375
'0:02.761',0.145,-0.530
'0:02.764',0.125,-0.705
'0:02.767',0.110,-0.900
'0:02.769',0.125,-1.095
'0:02.772',0.135,-1.290
'0:02.775',0.140,-1.600
'0:02.778',0.120,-1.730
'0:02.781',0.110,-1.865
'0:02.783',0.090,-2.015
'0:02.786',0.090,-2.205
'0:02.789',0.090,-2.430
'0:02.792',0.080,-2.590
'0:02.794',0.060,-2.705
'0:02.797',0.045,-2.790
'0:02.800',0.035,-2.875
'0:02.803',-0.010,-2.980
'0:02.806',-0.045,-3.070
'0:02.808',-0.100,-3.145
'0:02.811',-0.170,-3.170
'0:02.814',-0.220,-3.195
'0:02.817',-0.265,-3.205
'0:02.819',-0.310,-3.240
'0:02.822',-0.375,-3.255
'0:02.825',-0.460,-3.280
'0:02.828',-0.550,-3.275
'0:02.831',-0.600,-3.250
'0:02.833',-0.600,-3.260
'0:02.836',-0.590,-3.245
'0:02.839',-0.570,-3.235
'0:02.842',-0.525,-3.235
'0:02.844',-0.500,-3.195
'0:02.847',-0.485,-3.120
'0:02.850',-0.480,-3.025
'0:02.853',-0.485,-2.900
'0:02.856',-0.490,-2.770
'0:02.858',-0.480,-2.610
'0:02.861',-0.485,-2.405
'0:02.864',-0.450,-2.175
'0:02.867',-0.420,-1.925
'0:02.869',-0.375,-1.685
'0:02.872',-0.335,-1.440
'0:02.875',-0.320,-1.185
'0:02.878',-0.315,-0.935
'0:02.881',-0.320,-0.710
'0:02.883',-0.320,-0.495
'0:02.886',-0.305,-0.300
'0:02.889',-0.295,-0.145
'0:02.892',-0.300,0.005
'0:02.894',-0.295,0.175
'0:02.897',-0.280,0.320
'0:02.900',-0.270,0.455
'0:02.903',-0.255,0.535
'0:02.906',-0.250,0.590
'0:02.908',-0.230,0.635
'0:02.911',-0.225,0.695
'0:02.914',-0.220,0.735
'0:02.917',-0.210,0.770
'0:02.919',-0.215,0.790
'0:02.922',-0.225,0.815
'0:02.925',-0.235,0.830
'0:02.928',-0.245,0.870
'0:02.931',-0.225,0.895
'0:02.933',-0.210,0.925
'0:02.936',-0.210,0.960
'0:02.939',-0.195,0.975
'0:02.942',-0.200,1.010
'0:02.944',-0.215,1.045
'0:02.947',-0.215,1.085
'0:02.950',-0.220,1.115
'0:02.953',-0.225,1.135
'0:02.956',-0.230,1.150
'0:02.958',-0.230,1.155
'0:02.961',-0.250,1.190
'0:02.964',-0.245,1.230
'0:02.967',-0.250,1.255
'0:02.969',-0.240,1.290
'0:02.972',-0.235,1.310
'0:02.975',-0.235,1.330
'0:02.978',-0.245,1.360
'0:02.981',-0.240,1.405
'0:02.983',-0.245,1.435
'0:02.986',-0.255,1.480
'0:02.989',-0.260,1.490
'0:02.992',-0.275,1.500
'0:02.994',-0.275,1.540
'0:02.997',-0.260,1.580
'0:03.000',-0.255,1.625
'0:03.003',-0.255,1.635
'0:03.006',-0.260,1.645
'0:03.008',-0.265,1.665
'0:03.011',-0.265,1.705
'0:03.014',-0.250,1.750
'0:03.017',-0.240,1.775
'0:03.019',-0.235,1.785
'0:03.022',-0.225,1.800
'0:03.025',-0.230,1.810
'0:03.028',-0.230,1.825
'0:03.031',-0.215,1.850
'0:03.033',-0.210,1.865
'0:03.036',-0.220,1.875
'0:03.039',-0.210,1.870
'0:03.042',-0.215,1.850
'0:03.044',-0.210,1.860
'0:03.047',-0.195,1.860
'0:03.050',-0.175,1.865
'0:03.053',-0.150,1.860
'0:03.056',-0.145,1.830
'0:03.058',-0.155,1.795
'0:03.061',-0.160,1.770
'0:03.064',-0.165,1.765
'0:03.067',-0.145,1.735
'0:03.069',-0.140,1.695
'0:03.072',-0.130,1.645
'0:03.075',-0.125,1.590
'0:03.078',-0.105,1.540
'0:03.081',-0.100,1.495
'0:03.083',-0.085,1.455
'0:03.086',-0.075,1.385
'0:03.089',-0.080,1.325
'0:03.092',-0.105,1.245
'0:03.094',-0.100,1.205
'0:03.097',-0.095,1.145
'0:03.100',-0.095,1.095
'0:03.103',-0.085,1.040
'0:03.106',-0.090,0.960
'0:03.108',-0.100,0.885
'0:03.111',-0.115,0.845
'0:03.114',-0.100,0.790
'0:03.117',-0.090,0.750
'0:03.119',-0.090,0.690
'0:03.122',-0.095,0.615
'0:03.125',-0.115,0.555
'0:03.128',-0.125,0.505
'0:03.131',-0.120,0.465
'0:03.133',-0.110,0.425
'0:03.136',-0.115,0.385
'0:03.139',-0.120,0.335
'0:03.142',-0.120,0.290
'0:03.144',-0.140,0.255
'0:03.147',-0.140,0.240
'0:03.150',-0.135,0.215
'0:03.153',-0.140,0.190
'0:03.156',-0.160,0.155
'0:03.158',-0.170,0.110
'0:03.161',-0.180,0.100
'0:03.164',-0.175,0.090
'0:03.167',-0.175,0.080
'0:03.169',-0.165,0.065
'0:03.172',-0.180,0.030
'0:03.175',-0.190,0.015
'0:03.178',-0.200,0.000
'0:03.181',-0.200,-0.005
'0:03.183',-0.185,-0.005
'0:03.186',-0.195,-0.010
'0:03.189',-0.180,-0.030
'0:03.192',-0.205,-0.040
'0:03.194',-0.215,-0.030
'0:03.197',-0.215,-0.035
'0:03.200',-0.210,-0.030
'0:03.203',-0.210,-0.040
'0:03.206',-0.220,-0.050
'0:03.208',-0.230,-0.060
'0:03.211',-0.235,-0.050
'0:03.214',-0.230,-0.040
'0:03.217',-0.220,-0.035
'0:03.219',-0.220,-0.045
'0:03.222',-0.225,-0.045
'0:03.225',-0.230,-0.055
'0:03.228',-0.235,-0.050
'0:03.231',-0.230,-0.050
'0:03.233',-0.225,-0.035
'0:03.236',-0.225,-0.035
'0:03.239',-0.235,-0.050
'0:03.242',-0.240,-0.040
'0:03.244',-0.255,-0.050
'0:03.247',-0.240,-0.045
'0:03.250',-0.230,-0.040
'0:03.253',-0.230,-0.030
'0:03.256',-0.235,-0.065
'0:03.258',-0.255,-0.060
'0:03.261',-0.260,-0.050
'0:03.264',-0.250,-0.040
'0:03.267',-0.245,-0.040
'0:03.269',-0.245,-0.040
'0:03.272',-0.245,-0.055
'0:03.275',-0.250,-0.070
'0:03.278',-0.260,-0.055
'0:03.281',-0.260,-0.055
'0:03.283',-0.240,-0.045
'0:03.286',-0.250,-0.045
'0:03.289',-0.260,-0.065
'0:03.292',-0.250,-0.080
'0:03.294',-0.260,-0.085
'0:03.297',-0.255,-0.070
'0:03.300',-0.245,-0.065
'0:03.303',-0.245,-0.080
'0:03.306',-0.260,-0.090
'0:03.308',-0.260,-0.105
'0:03.311',-0.255,-0.105
'0:03.314',-0.260,-0.095
'0:03.317',-0.260,-0.095
'0:03.319',-0.255,-0.105
'0:03.322',-0.265,-0.115
'0:03.325',-0.275,-0.130
'0:03.328',-0.280,-0.140
'0:03.331',-0.270,-0.125
'0:03.333',-0.265,-0.135
'0:03.336',-0.260,-0.135
'0:03.339',-0.275,-0.145
'0:03.342',-0.275,-0.160
'0:03.344',-0.285,-0.160
'0:03.347',-0.280,-0.155
'0:03.350',-0.270,-0.160
'0:03.353',-0.275,-0.170
'0:03.356',-0.275,-0.165
'0:03.358',-0.290,-0.180
'0:03.361',-0.300,-0.190
'0:03.364',-0.285,-0.195
'0:03.367',-0.280,-0.175
'0:03.369',-0.280,-0.175
'0:03.372',-0.290,-0.205
'0:03.375',-0.290,-0.205
'0:03.378',-0.300,-0.215
'0:03.381',-0.300,-0.210
'0:03.383',-0.275,-0.200
'0:03.386',-0.285,-0.200
'0:03.389',-0.285,-0.220
'0:03.392',-0.295,-0.225
'0:03.394',-0.305,-0.230
'0:03.397',-0.300,-0.210
'0:03.400',-0.290,-0.205
'0:03.403',-0.285,-0.210
'0:03.406',-0.285,-0.240
'0:03.408',-0.305,-0.250
'0:03.411',-0.305,-0.240
'0:03.414',-0.300,-0.230
'0:03.417',-0.290,-0.230
'0:03.419',-0.300,-0.230
'0:03.422',-0.295,-0.250
'0:03.425',-0.315,-0.255
'0:03.428',-0.315,-0.245
'0:03.431',-0.310,-0.245
'0:03.433',-0.300,-0.245
'0:03.436',-0.300,-0.240
'0:03.439',-0.305,-0.265
'0:03.442',-0.305,-0.260
'0:03.444',-0.320,-0.255
'0:03.447',-0.300,-0.250
'0:03.450',-0.295,-0.245
'0:03.453',-0.295,-0.245
'0:03.456',-0.300,-0.255
'0:03.458',-0.315,-0.270
'0:03.461',-0.320,-0.270
'0:03.464',-0.310,-0.275
'0:03.467',-0.305,-0.250
'0:03.469',-0.290,-0.255
'0:03.472',-0.300,-0.260
'0:03.475',-0.310,-0.280
'0:03.478',-0.315,-0.275
'0:03.481',-0.305,-0.260
'0:03.483',-0.300,-0.265
'0:03.486',-0.300,-0.260
'0:03.489',-0.295,-0.270
'0:03.492',-0.315,-0.280
'0:03.494',-0.315,-0.275
'0:03.497',-0.315,-0.270
'0:03.500',-0.300,-0.265
'0:03.503',-0.295,-0.270
'0:03.506',-0.305,-0.285
'0:03.508',-0.315,-0.290
'0:03.511',-0.315,-0.280
'0:03.514',-0.305,-0.270
'0:03.517',-0.295,-0.265
'0:03.519',-0.300,-0.265
'0:03.522',-0.295,-0.285
'0:03.525',-0.320,-0.280
'0:03.528',-0.320,-0.285
'0:03.531',-0.290,-0.265
'0:03.533',-0.300,-0.265
'0:03.536',-0.295,-0.265
'0:03.539',-0.300,-0.265
'0:03.542',-0.295,-0.285
'0:03.544',-0.300,-0.275
'0:03.547',-0.300,-0.265
'0:03.550',-0.300,-0.255
'0:03.553',-0.300,-0.270
'0:03.556',-0.290,-0.280
'0:03.558',-0.305,-0.290
'0:03.561',-0.300,-0.265
'0:03.564',-0.310,-0.270
'0:03.567',-0.300,-0.265
'0:03.569',-0.285,-0.260
'0:03.572',-0.295,-0.275
'0:03.575',-0.305,-0.280
'0:03.578',-0.310,-0.270
'0:03.581',-0.290,-0.265
'0:03.583',-0.275,-0.255
'0:03.586',-0.270,-0.265
'0:03.589',-0.270,-0.260
'0:03.592',-0.285,-0.260
'0:03.594',-0.280,-0.215
'0:03.597',-0.265,-0.165
'0:03.600',-0.250,-0.020
'0:03.603',-0.230,0.250
'0:03.606',-0.205,0.630
'0:03.608',-0.170,0.850
'0:03.611',-0.130,0.755
'0:03.614',-0.015,0.510
'0:03.617',0.215,0.330
'0:03.619',0.580,0.240
'0:03.622',0.845,0.170
'0:03.625',0.815,0.125
'0:03.628',0.540,0.060
'0:03.631',0.270,0.015
'0:03.633',0.155,-0.055
'0:03.636',0.135,-0.160
'0:03.639',0.140,-0.295
'0:03.642',0.135,-0.430
'0:03.644',0.140,-0.575
'0:03.647',0.140,-0.740
'0:03.650',0.150,-0.905
'0:03.653',0.165,-1.095
'0:03.656',0.160,-1.255
'0:03.658',0.160,-1.415
'0:03.661',0.170,-1.550
'0:03.664',0.170,-1.670
'0:03.667',0.160,-1.805
'0:03.669',0.145,-1.970
'0:03.672',0.125,-2.165
'0:03.675',0.125,-2.385
'0:03.678',0.100,-2.560
'0:03.681',0.100,-2.660
'0:03.683',0.080,-2.755
'0:03.686',0.050,-2.845
'0:03.689',0.020,-2.960
'0:03.692',-0.030,-3.050
'0:03.694',-0.080,-3.125
'0:03.697',-0.130,-3.150
'0:03.700',-0.160,-3.180
'0:03.703',-0.220,-3.210
'0:03.706',-0.280,-3.240
'0:03.708',-0.340,-3.270
'0:03.711',-0.410,-3.265
'0:03.714',-0.480,-3.260
'0:03.717',-0.530,-3.255
'0:03.719',-0.565,-3.265
'0:03.722',-0.555,-3.270
'0:03.725',-0.525,-3.270
'0:03.728',-0.490,-3.245
'0:03.731',-0.465,-3.210
'0:03.733',-0.445,-3.155
'0:03.736',-0.450,-3.085
'0:03.739',-0.445,-3.005
'0:03.742',-0.445,-2.920
'0:03.744',-0.450,-2.780
'0:03.747',-0.430,-2.615
'0:03.750',-0.410,-2.465
'0:03.753',-0.400,-2.285
'0:03.756',-0.385,-2.110
'0:03.758',-0.370,-1.905
'0:03.761',-0.340,-1.670
'0:03.764',-0.305,-1.425
'0:03.767',-0.280,-1.185
'0:03.769',-0.280,-0.970
'0:03.772',-0.295,-0.785
'0:03.775',-0.320,-0.610
'0:03.778',-0.325,-0.400
'0:03.781',-0.320,-0.220
'0:03.783',-0.320,-0.055
'0:03.786',-0.325,0.110
'0:03.789',-0.320,0.250
'0:03.792',-0.330,0.385
'0:03.794',-0.325,0.515
'0:03.797',-0.320,0.615
'0:03.800',-0.295,0.690
'0:03.803',-0.295,0.745
'0:03.806',-0.290,0.785
'0:03.808',-0.290,0.825
'0:03.811',-0.290,0.865
'0:03.814',-0.275,0.915
'0:03.817',-0.275,0.960
'0:03.819',-0.285,0.990
'0:03.822',-0.275,1.010
'0:03.825',-0.265,1.030
'0:03.828',-0.265,1.065
'0:03.831',-0.250,1.110
'0:03.833',-0.250,1.145
'0:03.836',-0.245,1.160
'0:03.839',-0.245,1.180
'0:03.842',-0.250,1.185
'0:03.844',-0.240,1.235
'0:03.847',-0.225,1.250
'0:03.850',-0.230,1.285
'0:03.853',-0.225,1.290
'0:03.856',-0.230,1.300
'0:03.858',-0.225,1.310
'0:03.861',-0.235,1.340
'0:03.864',-0.215,1.365
'0:03.867',-0.200,1.390
'0:03.869',-0.180,1.410
'0:03.872',-0.185,1.425
'0:03.875',-0.180,1.455
'0:03.878',-0.175,1.500
'0:03.881',-0.175,1.545
'0:03.883',-0.175,1.585
'0:03.886',-0.180,1.635
'0:03.889',-0.200,1.660
'0:03.892',-0.220,1.685
'0:03.894',-0.230,1.710
'0:03.897',-0.225,1.755
'0:03.900',-0.235,1.780
'0:03.903',-0.240,1.805
'0:03.906',-0.255,1.825
'0:03.908',-0.250,1.825
'0:03.911',-0.255,1.855
'0:03.914',-0.240,1.890
'0:03.917',-0.230,1.905
'0:03.919',-0.235,1.920
'0:03.922',-0.230,1.920
'0:03.925',-0.240,1.905
'0:03.928',-0.240,1.905
'0:03.931',-0.230,1.915
'0:03.933',-0.215,1.910
'0:03.936',-0.225,1.890
'0:03.939',-0.220,1.855
'0:03.942',-0.210,1.820
'0:03.944',-0.210,1.805
'0:03.947',-0.195,1.785
'0:03.950',-0.195,1.745
'0:03.953',-0.185,1.700
'0:03.956',-0.190,1.645
'0:03.958',-0.190,1.595
'0:03.961',-0.185,1.550
'0:03.964',-0.170,1.505
'0:03.967',-0.165,1.470
'0:03.969',-0.170,1.390
'0:03.972',-0.160,1.335
'0:03.975',-0.170,1.250
'0:03.978',-0.165,1.190
'0:03.981',-0.145,1.135
'0:03.983',-0.150,1.085
'0:03.986',-0.145,1.020
'0:03.989',-0.150,0.945
'0:03.992',-0.155,0.870
'0:03.994',-0.160,0.805
'0:03.997',-0.160,0.745
'0:04.000',-0.150,0.705
'0:04.003',-0.155,0.635
'0:04.006',-0.150,0.565
'0:04.008',-0.165,0.505
'0:04.011',-0.175,0.465
'0:04.014',-0.165,0.430
'0:04.017',-0.165,0.385
'0:04.019',-0.175,0.345
'0:04.022',-0.185,0.280
'0:04.025',-0.205,0.245
'0:04.028',-0.205,0.210
'0:04.031',-0.200,0.190
'0:04.033',-0.195,0.170
'0:04.036',-0.200,0.135
'0:04.039',-0.215,0.090
'0:04.042',-0.215,0.075
'0:04.044',-0.225,0.040
'0:04.047',-0.220,0.050
'0:04.050',-0.210,0.035
'0:04.053',-0.215,0.020
'0:04.056',-0.215,0.000
'0:04.058',-0.240,-0.030
'0:04.061',-0.245,-0.035
'0:04.064',-0.250,-0.030
'0:04.067',-0.240,-0.025
'0:04.069',-0.245,-0.040
'0:04.072',-0.250,-0.055
'0:04.075',-0.260,-0.065
'0:04.078',-0.260,-0.055
'0:04.081',-0.260,-0.045
'0:04.083',-0.250,-0.045
'0:04.086',-0.245,-0.050
'0:04.089',-0.255,-0.065
'0:04.092',-0.250,-0.075
'0:04.094',-0.265,-0.065
'0:04.097',-0.270,-0.050
'0:04.100',-0.245,-0.045
'0:04.103',-0.255,-0.045
'0:04.106',-0.250,-0.065
'0:04.108',-0.265,-0.075
'0:04.111',-0.275,-0.050
'0:04.114',-0.275,-0.045
'0:04.117',-0.265,-0.040
'0:04.119',-0.280,-0.045
'0:04.122',-0.280,-0.055
'0:04.125',-0.285,-0.075
'0:04.128',-0.290,-0.065
'0:04.131',-0.275,-0.050
'0:04.133',-0.270,-0.055
'0:04.136',-0.285,-0.055
'0:04.139',-0.275,-0.060
'0:04.142',-0.290,-0.070
'0:04.144',-0.295,-0.055
'0:04.147',-0.270,-0.055
'0:04.150',-0.275,-0.055
'0:04.153',-0.275,-0.060
'0:04.156',-0.285,-0.060
'0:04.158',-0.290,-0.085
'0:04.161',-0.295,-0.085
'0:04.164',-0.290,-0.080
'0:04.167',-0.290,-0.075
'0:04.169',-0.295,-0.080
'0:04.172',-0.305,-0.100
'0:04.175',-0.305,-0.110
'0:04.178',-0.310,-0.110
'0:04.181',-0.300,-0.090
'0:04.183',-0.290,-0.090
'0:04.186',-0.285,-0.090
'0:04.189',-0.305,-0.135
'0:04.192',-0.295,-0.140
'0:04.194',-0.310,-0.125
'0:04.197',-0.310,-0.125
'0:04.200',-0.300,-0.130
'0:04.203',-0.305,-0.140
'0:04.206',-0.315,-0.145
'0:04.208',-0.325,-0.175
'0:04.211',-0.320,-0.170
'0:04.214',-0.305,-0.155
'0:04.217',-0.305,-0.160
'0:04.219',-0.320,-0.175
'0:04.222',-0.315,-0.185
'0:04.225',-0.330,-0.205
'0:04.228',-0.325,-0.195
'0:04.231',-0.325,-0.195
'0:04.233',-0.315,-0.190
'0:04.236',-0.305,-0.190
'0:04.239',-0.320,-0.205
'0:04.242',-0.340,-0.215
'0:04.244',-0.330,-0.210
'0:04.247',-0.320,-0.210
'0:04.250',-0.320,-0.220
'0:04.253',-0.320,-0.215
'0:04.256',-0.325,-0.220
'0:04.258',-0.335,-0.240
'0:04.261',-0.335,-0.235
'0:04.264',-0.345,-0.240
'0:04.267',-0.330,-0.230
'0:04.269',-0.320,-0.230
'0:04.272',-0.325,-0.245
'0:04.275',-0.340,-0.250
'0:04.278',-0.345,-0.250
'0:04.281',-0.340,-0.240
'0:04.283',-0.320,-0.250
'0:04.286',-0.315,-0.240
'0:04.289',-0.335,-0.245
'0:04.292',-0.345,-0.260
'0:04.294',-0.335,-0.255
'0:04.297',-0.335,-0.255
'0:04.300',-0.330,-0.240
'0:04.303',-0.335,-0.240
'0:04.306',-0.335,-0.260
'0:04.308',-0.340,-0.265
'0:04.311',-0.340,-0.270
'0:04.314',-0.330,-0.255
'0:04.317',-0.320,-0.260
'0:04.319',-0.330,-0.255
'0:04.322',-0.335,-0.260
'0:04.325',-0.345,-0.275
'0:04.328',-0.350,-0.265
'0:04.331',-0.335,-0.265
'0:04.333',-0.325,-0.260
'0:04.336',-0.320,-0.260
'0:04.339',-0.330,-0.285
'0:04.342',-0.340,-0.285
'0:04.344',-0.345,-0.280
'0:04.347',-0.330,-0.275
'0:04.350',-0.325,-0.270
'0:04.353',-0.325,-0.265
'0:04.356',-0.335,-0.285
'0:04.358',-0.345,-0.285
'0:04.361',-0.340,-0.285
'0:04.364',-0.345,-0.280
'0:04.367',-0.320,-0.260
'0:04.369',-0.315,-0.260
'0:04.372',-0.330,-0.280
'0:04.375',-0.335,-0.285
'0:04.378',-0.340,-0.275
'0:04.381',-0.330,-0.270
'0:04.383',-0.330,-0.260
'0:04.386',-0.325,-0.260
'0:04.389',-0.320,-0.255
'0:04.392',-0.335,-0.275
'0:04.394',-0.330,-0.275
'0:04.397',-0.325,-0.260
'0:04.400',-0.315,-0.260
'0:04.403',-0.315,-0.255
'0:04.406',-0.330,-0.260
'0:04.408',-0.340,-0.280
'0:04.411',-0.330,-0.285
'0:04.414',-0.325,-0.265
'0:04.417',-0.310,-0.255
'0:04.419',-0.305,-0.260
'0:04.422',-0.310,-0.260
'0:04.425',-0.310,-0.270
'0:04.428',-0.325,-0.270
'0:04.431',-0.315,-0.270
'0:04.433',-0.300,-0.255
'0:04.436',-0.300,-0.255
'0:04.439',-0.305,-0.260
'0:04.442',-0.310,-0.270
'0:04.444',-0.310,-0.245
'0:04.447',-0.300,-0.230
'0:04.450',-0.290,-0.225
'0:04.453',-0.280,-0.200
'0:04.456',-0.275,-0.165
'0:04.458',-0.265,-0.045
'0:04.461',-0.265,0.240
'0:04.464',-0.230,0.615
'0:04.467',-0.180,0.830
'0:04.469',-0.110,0.705
'0:04.472',0.005,0.430
'0:04.475',0.260,0.245
'0:04.478',0.645,0.180
'0:04.481',0.890,0.130
'0:04.483',0.800,0.075
'0:04.486',0.455,0.000
'0:04.489',0.190,-0.080
'0:04.492',0.100,-0.200
'0:04.494',0.095,-0.305
'0:04.497',0.120,-0.425
'0:04.500',0.120,-0.585
'0:04.503',0.110,-0.760
'0:04.506',0.105,-0.980
'0:04.508',0.110,-1.175
'0:04.511',0.100,-1.350
'0:04.514',0.120,-1.475
'0:04.517',0.120,-1.595
'0:04.519',0.125,-1.725
'0:04.522',0.095,-1.875
'0:04.525',0.075,-2.075
'0:04.528',0.060,-2.260
'0:04.531',0.065,-2.435
'0:04.533',0.080,-2.580
'0:04.536',0.060,-2.710
'0:04.539',0.030,-2.815
'0:04.542',-0.015,-2.920
'0:04.544',-0.050,-2.995
'0:04.547',-0.080,-3.070
'0:04.550',-0.115,-3.130
'0:04.553',-0.170,-3.165
'0:04.556',-0.225,-3.200
'0:04.558',-0.290,-3.225
'0:04.561',-0.350,-3.250
'0:04.564',-0.405,-3.240
'0:04.567',-0.465,-3.245
'0:04.569',-0.545,-3.245
'0:04.572',-0.600,-3.265
'0:04.575',-0.625,-3.260
'0:04.578',-0.590,-3.250
'0:04.581',-0.550,-3.235
'0:04.583',-0.505,-3.210
'0:04.586',-0.475,-3.200
'0:04.589',-0.455,-3.165
'0:04.592',-0.460,-3.110
'0:04.594',-0.455,-3.030
'0:04.597',-0.460,-2.900
'0:04.600',-0.445,-2.770
'0:04.603',-0.440,-2.610
'0:04.606',-0.430,-2.440
'0:04.608',-0.410,-2.235
'0:04.611',-0.390,-1.980
'0:04.614',-0.340,-1.715
'0:04.617',-0.295,-1.450
'0:04.619',-0.295,-1.195
'0:04.622',-0.300,-0.965
'0:04.625',-0.315,-0.745
'0:04.628',-0.355,-0.505
'0:04.631',-0.330,-0.285
'0:04.633',-0.330,-0.085
'0:04.636',-0.345,0.100
'0:04.639',-0.355,0.265
'0:04.642',-0.350,0.420
'0:04.644',-0.350,0.560
'0:04.647',-0.330,0.660
'0:04.650',-0.320,0.735
'0:04.653',-0.295,0.785
'0:04.656',-0.305,0.820
'0:04.658',-0.305,0.850
'0:04.661',-0.310,0.895
'0:04.664',-0.310,0.945
'0:04.667',-0.300,0.980
'0:04.669',-0.290,1.020
'0:04.672',-0.280,1.040
'0:04.675',-0.290,1.060
'0:04.678',-0.285,1.095
'0:04.681',-0.285,1.135
